19004987_7_14	MVD	19004987_7_26	NSDHL	89	f
27114411_12_15	LPL	27114411_12_9	APOC3	90	f
20802025_5_49	PROCR	20802025_5_66	EDEM2	91	f
17897055_2_19	T	17897055_2_6	MIF	92	f
22224712_2_30	FH	22224712_2_37	CAD	93	f
20946675_5_13	TLR4	20946675_5_16	TLR2	94	f
16404934_4_19	TG	16404934_4_36	CAD	95	f
26458065_4_17	CD4	26458065_4_5	T	96	f
18571180_8_0	CD68	18571180_8_2	PTX3	97	f
22382154_7_11	S100A12	22382154_7_123	S100A8	98	f
23324130_17_48	GPR1	23324130_17_54	GPR171	99	\N
11241423_7_15	MB	11241423_7_8	ACE	100	f
25721704_1_2	ALOX5	25721704_1_6	LTA4H	101	f
24990231_2_28	CCL19	24990231_2_30	CCL21	102	\N
22268370_10_5	T	22268370_10_9	CYBA	103	f
27270491_9_14	CD36	27270491_9_36	ABCA1	104	f
22313962_7_1	CD4	22313962_7_32	T	105	f
21571547_9_32	SET	21571547_9_4	ACD	106	f
25398236_1_0	CD4	25398236_1_4	T	107	f
12482562_4_3	TG	12482562_4_30	LPL	108	f
17356049_5_13	APOA5	17356049_5_36	T	109	f
24951662_5_14	PIK3CG	24951662_5_5	SLC17A4	110	f
20308035_7_33	PTGS2	20308035_7_35	TLR4	111	\N
21915378_2_15	IL10	21915378_2_4	STAT3	112	f
23459936_6_18	NPY	23459936_6_54	CP	113	f
19278303_2_6	TLR1	19278303_2_9	TLR2	114	t
27055906_5_13	CD4	27055906_5_17	T	115	f
20558613_7_11	MBTPS1	20558613_7_5	HABP2	116	f
24423365_9_31	APOA5	24423365_9_39	COBLL1	117	\N
23372649_4_51	PF4	23372649_4_74	TFPI	118	f
25056994_5_12	CP	25056994_5_14	NIN	119	\N
26985962_7_23	RPL13A	26985962_7_28	GUSB	120	f
9862170_3_3	CETP	9862170_3_58	TG	121	f
22703881_7_11	F11	22703881_7_16	ABO	122	f
16873710_7_23	KDR	16873710_7_64	CD34	123	f
25706239_8_10	PTH	25706239_8_15	VDR	124	\N
20308035_7_25	ALOX15	20308035_7_33	PTGS2	125	\N
23958259_7_33	CD80	23958259_7_37	CD86	126	t
20966410_9_19	FSD2	20966410_9_21	AP3S2	127	f
27346255_10_15	STC1	27346255_10_5	STC2	128	f
15031634_4_17	T	15031634_4_28	CD80	129	f
18289550_7_82	CETP	18289550_7_87	APOC3	130	\N
15380774_8_31	CD40	15380774_8_33	CD80	131	f
18262190_2_17	PCSK9	18262190_2_5	T	132	f
21494640_8_19	FOXP3	21494640_8_50	T	133	f
24882274_9_20	TF	24882274_9_4	GPI	134	f
23324130_17_52	GPRC5A	23324130_17_56	GPR176	135	\N
16539167_4_58	DBP	16539167_4_62	LBP	136	f
25552651_12_10	VWF	25552651_12_6	F5	137	f
21812913_8_15	TF	21812913_8_7	CD68	138	f
24690886_5_5	TLR4	24690886_5_7	NOD1	139	f
17395689_6_12	APP	17395689_6_18	BACE1	140	t
27460411_6_15	CD36	27460411_6_5	ANGPTL4	141	f
20448211_10_11	CD4	20448211_10_32	FOXP3	142	f
10884292_4_26	APOE	10884292_4_38	APOB	143	f
25880731_8_26	ADIPOQ	25880731_8_32	NOS3	144	\N
24462138_8_0	IL8	24462138_8_4	CXCR2	145	\N
26783147_9_16	VCAM1	26783147_9_18	ICAM1	146	f
17493152_2_17	LGALS2	17493152_2_52	T	147	f
24966838_2_4	CXCR4	24966838_2_8	CXCL12	148	t
16814297_9_13	TNF	16814297_9_40	LTA	149	f
12086261_13_12	T	12086261_13_8	CD4	150	f
20368519_9_10	CD4	20368519_9_14	T	151	f
23305686_10_21	ABCA1	23305686_10_23	ACAT1	152	f
20694560_6_13	LIMK1	20694560_6_24	MTHFD1L	153	\N
20058619_7_22	TG	20058619_7_4	DBP	154	f
16890863_11_13	CD14	16890863_11_21	TLR4	155	t
20802025_5_14	GCKR	20802025_5_49	PROCR	156	f
24267264_5_21	CD36	24267264_5_23	ABCA1	157	f
23118130_2_18	CD28	23118130_2_2	T	158	f
27346255_6_10	STC1	27346255_6_22	STC2	159	f
16614316_5_24	CD68	16614316_5_29	CD14	160	f
11963567_2_22	ACE	11963567_2_49	APOA1	161	f
20655098_8_19	IFNGR2	20655098_8_36	IFNGR1	162	f
19631729_6_12	ICAM1	19631729_6_44	DCN	163	f
26133577_2_1	CD40	26133577_2_11	TNF	164	f
23667179_7_10	PPAP2B	23667179_7_18	SRR	165	f
18231737_6_4	T	18231737_6_8	AR	166	f
25845619_3_14	CX3CR1	25845619_3_24	CX3CL1	167	t
24378567_8_14	USF2	24378567_8_4	TF	168	t
2310427_7_35	LCAT	2310427_7_37	CETP	169	f
25461734_12_17	T	25461734_12_7	CD4	170	f
19644050_11_22	ACAT1	19644050_11_25	ABCA1	171	\N
25902778_6_19	ALOX5AP	25902778_6_32	CYP1A1	172	f
15262185_8_5	H19	15262185_8_7	CYP7A1	173	f
21895630_1_12	CXCL10	21895630_1_19	CXCR3	174	t
19403135_7_26	RUVBL2	19403135_7_86	LLGL2	175	f
27267192_10_11	LMNA	27267192_10_5	T	176	\N
21807431_2_11	FH	21807431_2_27	CAD	177	f
22789514_6_11	CD4	22789514_6_16	T	178	f
22210125_8_5	ADARB1	22210125_8_7	ADARB2	179	f
26512959_9_15	TLR4	26512959_9_18	ABCA1	180	f
20598712_15_10	CYP11B2	20598712_15_7	T	181	\N
24007717_4_18	ABCG1	24007717_4_20	SCARB1	182	\N
23477743_9_35	CETP	23477743_9_54	PLTP	183	f
25820828_11_3	CNN1	25820828_11_5	TNF	184	f
10634214_5_0	C4A	10634214_5_2	C4B	185	f
10820018_9_2	PAR4	10820018_9_9	PAR1	186	f
24990231_2_19	CCR7	24990231_2_30	CCL21	187	\N
27510553_4_19	SYK	27510553_4_34	FCGR2A	188	t
16324926_6_12	LIPC	16324926_6_16	T	189	f
21649636_7_19	TNF	21649636_7_6	CD40	190	f
17852780_7_19	SI	17852780_7_4	EGF	191	f
26187646_4_18	FOXP3	26187646_4_31	T	192	f
21411099_6_22	TNF	21411099_6_5	ACE	193	f
11393670_13_0	AGT	11393670_13_2	T	194	f
18677291_10_21	TFPI	18677291_10_7	TF	195	f
9050882_3_23	T	9050882_3_56	CD40	196	f
23609464_7_1	S100A12	23609464_7_11	CAD	197	f
26110874_8_28	CRHR1	26110874_8_8	ABCA1	198	\N
18674748_8_19	ATM	18674748_8_8	TNFSF4	199	f
23363941_5_10	PTH	23363941_5_13	CAD	200	f
12032171_5_11	ABCA1	12032171_5_13	ABCG1	201	f
25880731_8_26	ADIPOQ	25880731_8_28	IL10	202	\N
27588108_7_17	MMP2	27588108_7_20	MMP9	203	f
16763157_9_18	TNF	16763157_9_24	CCR5	204	f
25552651_9_14	ABO	25552651_9_25	HRG	205	f
27226569_3_24	CXCR4	27226569_3_5	MIF	206	\N
8991540_7_10	TPO	8991540_7_28	CD34	207	f
21211594_9_10	SCD	21211594_9_15	HR	208	f
11264983_4_0	ACAT1	11264983_4_2	ACAT2	209	t
22122820_6_37	CYP3A4	22122820_6_44	SLCO1B1	210	f
21807431_8_12	CAD	21807431_8_21	FH	211	f
16870145_2_1	CXCL16	16870145_2_11	CXCR6	212	f
17174190_2_24	MPI	17174190_2_37	CAD	213	f
14996478_4_24	CAD	14996478_4_5	PON2	214	f
9521335_5_10	CAD	9521335_5_29	FH	215	f
22113347_9_25	TNF	22113347_9_35	TLR2	216	\N
24423365_9_55	LPL	24423365_9_69	TCF7L2	217	f
17601541_8_19	LBP	17601541_8_28	CAD	218	f
10208490_13_12	FH	10208490_13_4	CAD	219	f
22912591_5_32	ATP1B1	22912591_5_36	KCNQ1	220	f
24804368_6_21	AIP	24804368_6_6	TG	221	f
25090270_7_11	LMNA	25090270_7_15	T	222	f
22387727_5_18	AGT	22387727_5_4	ACE	223	t
19439298_3_13	VWF	19439298_3_19	ADAMTS13	224	\N
26083729_8_15	AGER	26083729_8_30	MAF	225	f
15780531_11_25	CAD	15780531_11_7	T	226	f
15927972_5_33	CD34	15927972_5_35	KDR	227	f
20692254_11_15	TLR3	20692254_11_7	TLR2	228	f
18289550_7_5	CAD	18289550_7_87	APOC3	229	f
25016365_8_10	CXCL5	25016365_8_16	CXCL16	230	f
26100679_8_15	CD68	26100679_8_30	TNF	231	f
15054092_2_3	ABCG5	15054092_2_8	ABCG8	232	t
16690872_10_5	IRF1	16690872_10_7	TLR2	233	f
16973241_3_16	APOA1	16973241_3_72	SOAT1	234	f
21496279_12_14	CAT	21496279_12_7	SOD1	235	t
26449606_7_34	CX3CR1	26449606_7_59	T	236	f
11393670_10_0	AGT	11393670_10_3	ATR	237	f
8696956_4_38	APOC1	8696956_4_41	APOE	238	\N
25359878_12_18	CD163	25359878_12_5	CD86	239	f
16159908_8_10	T	16159908_8_12	SHBG	240	f
21446916_5_0	TNF	21446916_5_59	TLR4	241	f
20096952_8_2	SRF	20096952_8_29	CDKN1B	242	f
14522571_3_19	CAD	14522571_3_4	FH	243	f
15265264_8_22	AGT	15265264_8_8	APP	244	f
16336952_9_19	ABCA1	16336952_9_21	ABCG1	245	f
15563875_8_13	AGT	15563875_8_49	CAD	246	f
20193673_10_12	NQO1	20193673_10_14	GGCX	247	f
22122820_6_37	CYP3A4	22122820_6_63	SLCO1B1	248	f
16923427_10_1	T	16923427_10_18	CAD	249	f
24098343_9_30	TNFRSF8	24098343_9_9	TCF7L2	250	f
16285605_2_20	FH	16285605_2_27	CAD	251	f
27441657_7_32	TNAP	27441657_7_37	MMP9	252	f
15905966_6_22	RASA1	15905966_6_38	ENG	253	f
23337395_9_17	SERPINE1	23337395_9_19	TGFB1	254	f
15177130_2_16	CAD	15177130_2_4	TG	255	f
26673204_7_22	RBP4	26673204_7_24	PLTP	256	f
19661485_9_19	LSS	19661485_9_7	CXCL5	257	f
23402987_7_6	ABCA1	23402987_7_8	ABCG1	258	f
25527700_4_11	T	25527700_4_7	CD28	259	f
19592705_9_0	APOC3	19592705_9_6	TG	260	f
22980500_4_13	ALOX15	22980500_4_7	ALOX12	261	f
24118494_7_10	CD14	24118494_7_51	HBD	262	f
24418375_4_3	CD86	24418375_4_5	CD80	263	t
25374442_7_18	CD28	25374442_7_8	CD38	264	f
18311187_11_28	PDE4A	18311187_11_30	PDE4B	265	f
25552651_9_23	KNG1	25552651_9_40	VWF	266	f
16822236_3_34	CETP	16822236_3_6	T	267	f
17960026_7_11	ABCA1	17960026_7_9	ABCG1	268	f
18289550_7_36	APOE	18289550_7_63	APOC3	269	f
17614133_6_25	ACAT2	17614133_6_9	ACAT1	270	t
23531147_12_11	T	23531147_12_31	CD36	271	f
19278303_10_10	TLR1	19278303_10_12	TLR2	272	t
15528481_4_14	T	15528481_4_35	ABCA1	273	f
26457306_4_15	CAD	26457306_4_7	TNF	274	f
15099190_7_48	KDR	15099190_7_56	CD34	275	f
26159489_6_16	SOCS1	26159489_6_18	STAT3	276	f
17435771_5_0	MIF	17435771_5_6	CXCR4	277	f
27270491_6_14	ABCA1	27270491_6_8	CD36	278	f
20419088_13_13	CXCR2	20419088_13_31	PAK1	279	\N
18165355_3_24	CX3CR1	18165355_3_9	CCL2	280	f
18818214_4_24	CAD	18818214_4_4	CD28	281	f
25984739_9_21	TRAF6	25984739_9_30	TNF	282	f
12083487_9_12	TF	12083487_9_19	TFPI	283	f
24378567_8_23	WAS	24378567_8_32	FH	284	t
19689798_8_13	FASN	19689798_8_17	FADS1	285	\N
24842835_9_21	DAB2IP	24842835_9_23	LRP1	286	\N
27055906_6_26	CD80	27055906_6_38	CD28	287	t
22880111_13_13	TNF	22880111_13_23	VDR	288	f
15831468_8_15	MTMR6	15831468_8_4	MTM1	289	f
12215585_6_20	CAD	12215585_6_5	TF	290	f
19004987_7_12	HMGCR	19004987_7_26	NSDHL	291	f
25096223_13_10	KLF2	25096223_13_6	HDAC5	292	f
24861148_10_2	CD34	24861148_10_31	WT1	293	f
15367917_4_16	T	15367917_4_25	CD14	294	f
21664615_4_33	ACE	21664615_4_52	SERPINB2	295	f
26257462_7_2	TLR9	26257462_7_30	IRF7	296	f
21722903_9_55	HR	21722903_9_64	LBP	297	f
22382154_7_11	S100A12	22382154_7_81	S100A9	298	f
17435771_6_21	CXCR2	17435771_6_23	CD74	299	f
17872459_8_1	TLR2	17872459_8_3	TLR4	300	f
27566080_8_17	RRM1	27566080_8_27	ERCC2	301	\N
25681396_5_12	T	25681396_5_7	CD4	302	f
17994444_5_17	T	17994444_5_23	HR	303	f
25344833_6_14	CD4	25344833_6_23	CD28	304	f
17917406_9_6	CAD	17917406_9_8	PLTP	305	f
16099464_3_48	CCL3	16099464_3_50	CCL4	306	t
21679057_11_20	NGF	21679057_11_36	CCL2	307	f
25463097_7_39	CCL3	25463097_7_48	OSM	308	\N
25216946_9_13	ADRB2	25216946_9_8	ADRB1	309	\N
27065298_6_26	T	27065298_6_41	CD4	310	f
20178558_4_11	ADIPOR2	20178558_4_19	CAD	311	\N
8097805_7_30	LPL	8097805_7_33	FH	312	f
17126841_8_5	CYP2J2	17126841_8_8	T	313	f
16973241_3_34	ABCA1	16973241_3_72	SOAT1	314	f
18384690_1_14	OLR1	18384690_1_17	CAD	315	\N
9678774_8_15	T	9678774_8_29	LPL	316	f
24608080_14_24	ABCA1	24608080_14_28	LPL	317	f
26773473_15_28	CAD	26773473_15_4	PC	318	t
23575363_9_12	KDR	23575363_9_9	CD34	319	f
27385322_8_18	TLR4	27385322_8_41	TLR2	320	f
10729395_5_27	CAD	10729395_5_4	PON1	321	f
25388666_9_6	KLF4	25388666_9_9	PAK1	322	f
9528978_4_18	TNF	9528978_4_8	CNP	323	f
15910869_7_27	CYP7A1	15910869_7_35	APOE	324	f
24423365_9_37	CD36	24423365_9_63	PARK2	325	f
19594447_2_11	CXCR7	19594447_2_9	CXCR4	326	f
25998175_5_14	FASN	25998175_5_9	A1BG	327	\N
22682430_7_20	FDFT1	22682430_7_22	SQLE	328	f
23324273_6_15	LTA4H	23324273_6_21	ALOX5	329	f
24486576_10_4	TLR2	24486576_10_8	CD36	330	f
19021774_1_13	ACE	19021774_1_15	ACE2	331	\N
27101443_7_17	CAD	27101443_7_7	MIF	332	f
15486318_4_5	ACAT2	15486318_4_9	LCAT	333	f
16343467_8_22	CXCR4	16343467_8_24	CCR3	334	f
19954776_9_28	CXCL16	19954776_9_35	CAD	335	\N
22763266_4_13	CX3CR1	22763266_4_15	CX3CL1	336	t
20807568_12_27	MIF	20807568_12_29	T	337	f
16466844_7_19	CDC42EP3	16466844_7_25	RPL27A	338	f
26524671_5_0	PCSK9	26524671_5_10	FH	339	f
21126329_4_26	CD28	21126329_4_45	T	340	f
21252261_5_18	APOH	21252261_5_20	APOA5	341	\N
25902778_6_32	CYP1A1	25902778_6_34	CAD	342	f
21757933_5_14	CCL3	21757933_5_16	CCL5	343	f
22772754_10_10	ABCG1	22772754_10_2	LPL	344	f
26956474_7_7	SST	26956474_7_9	CORT	345	f
24423365_9_27	ABCA1	24423365_9_65	SLC27A5	346	f
17087966_11_0	IL10	17087966_11_7	APOE	347	f
23375685_9_12	CCL8	23375685_9_18	CLEC4E	348	f
25979856_3_13	AR	25979856_3_50	APOC3	349	f
24589565_3_14	APOC2	24589565_3_8	LPL	350	t
18498551_10_22	PLTP	18498551_10_9	CETP	351	f
24603714_6_15	FABP4	24603714_6_17	FABP5	352	\N
26125411_5_21	TNF	26125411_5_9	CD163	353	f
20170916_2_23	ABCG1	20170916_2_27	ABCG8	354	\N
23135962_4_0	CD14	23135962_4_4	T	355	f
20068131_11_1	TRPC3	20068131_11_3	TRPC6	356	t
26608307_9_20	ISG20	26608307_9_24	DHRS9	357	f
9006809_5_0	TG	9006809_5_27	LPL	358	f
22206000_9_18	MEOX1	22206000_9_20	MEOX2	359	t
15258194_1_3	DGAT2	15258194_1_6	DGAT1	360	f
21252261_5_20	APOA5	21252261_5_22	LPL	361	\N
23130116_5_21	T	23130116_5_42	CCR7	362	f
23290307_7_0	TNF	23290307_7_3	MMP9	363	f
16973241_3_22	APOC2	16973241_3_36	ABCA2	364	f
27179706_4_24	APOB	27179706_4_26	PCSK9	365	\N
21592524_9_21	TF	21592524_9_4	CS	366	f
25979856_6_15	APOA1	25979856_6_17	APOA2	367	t
26608307_9_18	CFB	26608307_9_24	DHRS9	368	f
9167893_5_22	APOA1	9167893_5_29	LPL	369	\N
24674750_5_2	CELSR2	24674750_5_4	PSRC1	370	\N
11427182_4_14	APOC3	11427182_4_18	T	371	\N
19744946_12_13	CAD	19744946_12_24	TRPC1	372	f
19004987_7_26	NSDHL	19004987_7_28	DHCR7	373	\N
12469903_8_21	LCAT	12469903_8_37	LBP	374	f
22192511_1_0	KIF6	22192511_1_2	LPA	375	\N
22313962_9_5	CD4	22313962_9_9	CX3CR1	376	f
26608307_9_11	CCL23	26608307_9_24	DHRS9	377	f
24000379_8_27	ABCG1	24000379_8_35	CD36	378	f
24612355_7_17	IL1RN	24612355_7_32	CP	379	f
21873549_7_29	PCSK1	21873549_7_40	TCF7L2	380	f
16115485_8_0	IFNG	16115485_8_3	IFNGR1	381	t
27569277_9_13	NAMPT	27569277_9_19	SIRT1	382	f
26708285_8_12	TRPA1	26708285_8_35	RNF13	383	f
19667105_8_4	LRP1	19667105_8_9	MMP2	384	f
24387639_12_15	CCL21	24387639_12_5	CAD	385	f
17289052_8_4	TRPC1	17289052_8_6	C3	386	f
17357071_9_12	KALRN	17357071_9_21	CAD	387	\N
26910000_10_3	TNF	26910000_10_6	CD86	388	f
25184828_11_6	CGA	25184828_11_61	HR	389	f
18403726_2_12	ACE2	18403726_2_21	ACE	390	f
21193198_10_2	IL5RA	21193198_10_4	LPL	391	\N
22902395_5_17	CX3CR1	22902395_5_3	CD4	392	f
17094996_8_19	LDLRAP1	17094996_8_28	FH	393	f
21672356_5_69	EPHB4	21672356_5_71	EPHB6	394	t
16973241_3_30	LPA	16973241_3_72	SOAT1	395	f
19847289_9_26	CD36	19847289_9_29	TLR2	396	\N
23908111_7_16	MPO	23908111_7_18	PON1	397	f
22848809_2_15	MPI	22848809_2_33	CAD	398	f
22619482_1_7	CCR7	22619482_1_9	CCL21	399	f
23377317_3_10	MMP1	23377317_3_12	MMP3	400	\N
22247260_3_26	CX3CR1	22247260_3_36	T	401	f
17950106_13_13	PON1	17950106_13_9	LCAT	402	f
20142250_4_59	CAPN10	20142250_4_64	UCP2	403	f
20448211_9_11	T	20448211_9_56	CD4	404	f
24987033_3_15	FH	24987033_3_6	PCSK9	405	f
21855067_3_18	TGFBR1	21855067_3_20	TGFBR2	406	t
20142250_4_34	IGF2BP2	20142250_4_57	ADRB2	407	f
26673204_7_13	APOA1	26673204_7_22	RBP4	408	f
21839249_10_14	CD4	21839249_10_18	CD19	409	f
21629656_4_28	CD44	21629656_4_9	T	410	f
24732574_7_12	CXCL13	24732574_7_25	CXCR5	411	f
20448211_9_22	T	20448211_9_3	CD4	412	f
24273881_4_23	CD4	24273881_4_26	T	413	\N
2528841_7_0	PF4	2528841_7_3	TG	414	f
18420943_12_11	T	18420943_12_4	ADAM10	415	f
16125709_7_13	APOA5	16125709_7_55	T	416	f
26517695_8_29	CD4	26517695_8_33	T	417	f
23776359_13_12	FH	23776359_13_5	PCSK9	418	\N
19478200_8_3	MIF	19478200_8_38	CD44	419	f
22415012_4_21	CD68	22415012_4_3	CYP26B1	420	f
16099464_3_58	T	16099464_3_64	CCL5	421	f
23813974_5_16	ADIPOR1	23813974_5_18	VAMP3	422	f
8696956_4_32	APOE	8696956_4_38	APOC1	423	\N
21664615_4_52	SERPINB2	21664615_4_70	IL1A	424	f
23905423_7_15	CYBA	23905423_7_39	T	425	f
21629656_4_28	CD44	21629656_4_32	T	426	f
15226367_3_35	PTX3	15226367_3_4	TF	427	f
22886300_5_3	CD4	22886300_5_5	T	428	f
19788865_5_23	SPP1	19788865_5_28	F5	429	f
19689798_9_12	NAMPT	19689798_9_31	THBS1	430	f
18369664_3_14	ALOX5AP	18369664_3_21	ALOX5	431	t
23738744_5_29	CD69	23738744_5_34	CD27	432	f
21873805_4_3	CD4	21873805_4_7	T	433	f
8060379_12_18	LCAT	8060379_12_20	CETP	434	f
24708911_8_31	CCNG2	24708911_8_9	CDK4	435	f
24423365_9_33	APOB	24423365_9_61	NAT2	436	f
21873805_1_5	CX3CL1	21873805_1_8	CX3CR1	437	t
20448211_9_41	CD4	20448211_9_65	T	438	f
10699426_3_19	CAD	10699426_3_6	FH	439	f
20031538_7_12	CETP	20031538_7_16	LIPG	440	f
24043512_5_13	MMP9	24043512_5_7	MMP7	441	f
21867409_9_11	PON2	21867409_9_9	PON1	442	\N
10441098_3_2	CD40	10441098_3_9	T	443	\N
